date,kappa
2023-04-19,1.0481527185930666
2023-04-20,1.0245925772911637
2023-04-21,1.0256628089573374
2023-04-24,1.0238658497193234
2023-04-25,1.0489469877206608
2023-04-26,1.0664527369964327
2023-04-27,1.0508898617114542
2023-04-28,1.0480621458777513
2023-05-01,1.033390163337737
2023-05-02,1.0566889233115822
2023-05-03,1.0713602519925525
2023-05-04,1.0968428606573788
2023-05-05,1.120336087645803
2023-05-08,1.1210564816549995
2023-05-09,1.1217791060831825
2023-05-10,1.126373308837277
2023-05-11,1.1189798410821679
2023-05-12,1.127815958132667
2023-05-15,1.1110774082686972
2023-05-16,1.1448623845891632
2023-05-17,1.151629436305828
2023-05-18,1.1573438598146641
2023-05-19,1.1615878418679164
2023-05-22,1.158708154836305
2023-05-23,1.1713813319003892
2023-05-24,1.2089006941710698
2023-05-25,1.1341709628462544
2023-05-26,1.1044763830623974
2023-05-30,1.1116328831399909
2023-05-31,1.1101788409802804
2023-06-01,1.1085160683348627
2023-06-02,1.135810881091393
2023-06-05,1.0803549368918004
2023-06-06,1.0775361242835215
2023-06-07,1.0747022738243206
2023-06-08,1.0746761124201816
2023-06-09,1.0767200144809095
2023-06-12,1.0755559233922984
2023-06-13,1.0706358891363954
2023-06-14,1.0583738095991657
2023-06-15,1.0458763849387145
2023-06-16,1.044924741614594
2023-06-20,1.0643388484150438
2023-06-21,1.068357023256544
2023-06-22,1.0661285186446363
2023-06-23,1.0728967944776808
2023-06-26,1.0705935478031647
